objectid,filename,youtubeid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language
blackworld112,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Future of Pan- Africanism,application/pdf,,Ronald Walters,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld113,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA20#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Almicar Cabral Politico-Cultural Model,application/pdf,,Harold W. Cruse,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld114,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA28#v=onepage&q=black%20world/%20negro%20digest&f=false,,"The National Black Political Assembly: Its Position, Its Future",application/pdf,An interview w...,Ron Daniels,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld115,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA42#v=onepage&q=black%20world/%20negro%20digest&f=false,,Streched on The National Black Assembly,application/pdf,An interview w...,Amiri Baracka,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld116,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA44#v=onepage&q=black%20world/%20negro%20digest&f=false,,Why I Resigned from the NBPA,application/pdf,An interview w...,Hannah Atkins,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld117,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA47#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Congressional Black Caucas: The Members,application/pdf,An assessment,Simeon Booker,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld118,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA49#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Elected Officials: Is There a Measurable Difference,application/pdf,,Hoyt W. Fuller,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld119,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA51#v=onepage&q=black%20world/%20negro%20digest&f=false,,Die Nigger Die,application/pdf,,H. Rap Brown,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld120,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA53#v=onepage&q=black%20world/%20negro%20digest&f=false,,Sun People,application/pdf,A poem reflecting..,Michael D. Harris,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld121,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA54#v=onepage&q=black%20world/%20negro%20digest&f=false,,America: an allegory,application/pdf,A poem,Everett Hoagland,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld122,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA58#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Congressional Black Caucas: The Organization,application/pdf,An editorial on...,Hoyt W. Fuller,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld123,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA61#v=onepage&q=black%20world/%20negro%20digest&f=false,,"New Politics for Black People: A Statement of Principles, Goals, Guidelines, Definitons, and Direction for the National Black Political Assembly",application/pdf,In depth article,NEED,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld124,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA66#v=onepage&q=black%20world/%20negro%20digest&f=false,,Mozambique: New Nations,application/pdf,Report on..,Tennyson Makiwane,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld125,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA76#v=onepage&q=black%20world/%20negro%20digest&f=false,,Cape Verde Islands and Sao Tome,application/pdf,,NEED,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld126,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA77#v=onepage&q=black%20world/%20negro%20digest&f=false,,Festival Report,application/pdf,An update on local festival,Gen. Muritala Rufai Mohammed,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld127,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA88#v=onepage&q=black%20world/%20negro%20digest&f=false,,"Jesse Jackson: The Man, The Myth, The Movement",application/pdf,,James M. Stephens,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld128,https://books.google.com/books?id=bbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA90#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Ripening Fruit or Revolution,application/pdf,,Hoyt W. Fuller,,1975. 10,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld129,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Intellectuals and The American Social Change,application/pdf,,Bill Strickland,,1975.11,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld130,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA12#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Neighborhoods,application/pdf,,Donald A. Warren,,1975.11,,,,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld131,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA28#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black Man in the New China,application/pdf,,John O. Killens,,1975. 11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld132,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA46#v=onepage&q=black%20world/%20negro%20digest&f=false,,Africa: Homeland of My Heart,application/pdf,,Hoyt W. Fuller,,1975.11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld133,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA54#v=onepage&q=black%20world/%20negro%20digest&f=false,,They All Go When The Wagon Comes,application/pdf,A short story,Burkes G. Greene,,1975.11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld134,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA64#v=onepage&q=black%20world/%20negro%20digest&f=false,,Haitian Maroons,application/pdf,,C.L.R James,,1975.11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld135,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA74#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Shaping of America,application/pdf,,John Henrik Clarke,,1975.11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld136,https://books.google.com/books?id=NbIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA84#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Breast of the Earth,application/pdf,,M. Wellington Benton Jr,,1975.11,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld137,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,An Interview with Margaret Walker,application/pdf,An interview with Miss.Walker to discuss,Charles H. Rowell,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld138,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA4#v=onepage&q=black%20world/%20negro%20digest&f=false,,Tradition in Afro-American Literature,application/pdf,,Chestyn Everett,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld139,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA36#v=onepage&q=black%20world/%20negro%20digest&f=false,,Shouting (For Mary Ann Polar),application/pdf,,Joyce Carol Thomas,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld140,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA38#v=onepage&q=black%20world/%20negro%20digest&f=false,,The Burden of The Hero in Afro-American Fiction,application/pdf,,Ronald G. Billingsley,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld141,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA46#v=onepage&q=black%20world/%20negro%20digest&f=false,,African Reverance,application/pdf,,Chancellor Williams,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld142,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA48#v=onepage&q=black%20world/%20negro%20digest&f=false,,,application/pdf,Poem,Dudley Randall,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld143,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA51#v=onepage&q=black%20world/%20negro%20digest&f=false,,Beckonings,application/pdf,,,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld144,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA54#v=onepage&q=black%20world/%20negro%20digest&f=false,,Heaven Is Not Closed,application/pdf,Short Story on the,Bessie Head,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld145,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA61#v=onepage&q=black%20world/%20negro%20digest&f=false,,Torch Bearers of European Myths,application/pdf,,Bettyte J. Parker,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld146,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA78#v=onepage&q=black%20world/%20negro%20digest&f=false,,Open Letter to Baracka,application/pdf,,L. Alex Swann,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld147,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA49#v=onepage&q=black%20world/%20negro%20digest&f=false,,Perspectives,application/pdf,,Unknown,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld148,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA81#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black and Third World Women,application/pdf,,Barbara Smith,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld149,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA84#v=onepage&q=black%20world/%20negro%20digest&f=false,,How I Got Ovah,application/pdf,,Wadi Attiba,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld150,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA89#v=onepage&q=black%20world/%20negro%20digest&f=false,,Black American Writers Past & Present,application/pdf,,James C. Killgore,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld151,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA90#v=onepage&q=black%20world/%20negro%20digest&f=false,,Singers of Daybreak: Studies in Black Literature,application/pdf,,Huel D. Perkins,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld152,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA92#v=onepage&q=black%20world/%20negro%20digest&f=false,,"Slavery, Colonialsm, & Racism",application/pdf,,Preston M. Yancy,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld153,https://books.google.com/books?id=VLIDAAAAMBAJ&lpg=PA1&dq=black%20world%2F%20negro%20digest&pg=PA96#v=onepage&q=black%20world/%20negro%20digest&f=false,,Cruelty,application/pdf,,Frank Lamont Phillips,,1975.12,,,,,,,Google books,Johnson Publishing,,,,,,Image;StillImage,
blackworld133,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA29#v=onepage&q&f=false,,The Death Walk Against Afrika,application/pdf,This articles discusses the concept of Africans Americans devoiding themselves of african identity. He compares other races/ ethnicities such as greeks who are in general aligned with their traditional beliefs and customs.,Don L. Lee,,1973. 10,,"Black Novelists, Pan, Africanism","Little Rock, Arkansas",,,,Google Books,Johnson Publishing,1973.10.28,,1973.10.28,,,Image;StillImage,
blackworld134,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA43#v=onepage&q&f=false,,Black Labor: Powerful Force For Liberation,application/pdf,An article discussing the utilization of Black workers for liberation.,Earl Ofari,,1973. 10,,"Liberation, Black Labor, Workers Rights","Chicago, Ilinois",34.74321711,-92.28599688,,Google Books,Johnson Publishing,1973.10.42,,1973.10.42,,,Image;StillImage,
blackworld135,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA60#v=onepage&q&f=false,,A Blueprint For Black Liberation,application/pdf,An in depth analysis and critique on black revolutionists that provides different approaches to handling and working against white supremacy.,Obi Antarah,,1973. 10,,"Black Nationalism, Revolution, White Supremacy","Chicago, Ilinois",41.87930253,-87.62800228,,Google Books,Johnson Publishing,1973.10.62,,1973.10.62,,,Image;StillImage,
blackworld136,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA68#v=onepage&q&f=false,,"David Walker and Malcolm X, BROTHERS IN RADICAL",application/pdf,Article by William Seraille that compares and relates similarites between the philosophies of Malcolm X and David Walker.,William Seraile,,1973. 10,,"Malcolm X, David Walker, Nation of Islam","New York City, NY",41.87930253,-87.62800228,,Google Books,Johnson Publishing,1973.10.68,,1973.10.68,,,Image;StillImage,
blackworld137,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA56#v=onepage&q&f=false,,Mama Pritchett,application/pdf,Poem that provides the perspective of Black women's experience in the north and south.,Hazel.V Bright,,1973. 10,,"Black Women, Great Migration","Chicago, Ilinois",40.7155891,-74.00921819,,Google Books,Johnson Publishing,1973.10.55,,1973.10.55,,,Image;StillImage,
blackworld138,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA74#v=onepage&q&f=false,,Political Prisoner,application/pdf,Poem entailing the disposition of the american government vs. being an american.,Brenda Torres,,1973. 10,,"Revolution, Political Prisoners","Chicago, Ilinois",43.55918086,-79.62971082,,Google Books,Johnson Publishing,1973.10.74,,1973.10.74,,,Image;StillImage,
blackworld139,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA4#v=onepage&q&f=false,,Some Guidlines: Music Research and The Black Aesthetic,application/pdf,Article that offers critique and enthusiam for the future of black music composition and composers.,Eileen Southern,,1973.11,,"Music, Black Composers","Minneapolis, Minnesota",43.55918086,-79.62971082,,Google Books,Johnson Publishing,1973.11.4,,1973.11.4,,,Image;StillImage,
blackworld140,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA14#v=onepage&q&f=false,,Improvisation and The Aural Tradition of Afro-American Music,application/pdf,An Article detailing the similarities and traits of african american musical interpretation in comparison with traditional african music style.,Marion Brown,,1973.11,,"African American Music, African Music",,44.980959,-93.259515,,Google Books,Johnson Publishing,1973.11.14,,1973.11.14,,,Image;StillImage,
blackworld141,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA20#v=onepage&q&f=false,,The Battle for Legitimacy:'Jazz vs Academia',application/pdf,Article by David Baker discussing the lack of credibility given to Black musicians and both the contribution of Jazz by Blacks as well as the legitimacy of Jazz as a musical Genre.,David Baker,,1973.11,,"Jazz, Legitimacy",,33.7484192,-84.38718872,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld142,https://books.google.com/books?id=TjoDAAAAMBAJ&lpg=PA1&pg=PA28#v=onepage&q&f=false,,The Blues as Therapy: A Thematic Study,application/pdf,Article by Leonard Goines that asserts Blues not only was of African American origin but it was utilized as a therapeutic outlet.,Leonard Goines,,1973.11,,"Jazz, Mental Health, Music","New York CIty, New York",,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
blackworld043,https://books.google.com/books?id=0TkDAAAAMBAJ&lpg=PA1&pg=PA38#v=onepage&q&f=false,,"Africa, Asia, and the Americas.",application/pdf,,Miller,,,,,San Jose California ,,,,Google Books,Johnson Publishing,,,,,,Image;StillImage,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,An Old Caucasian Custom ,application/pdf,"""An Old Caucasian Custom"" critiques the imposition of cultural norms on Black identity, exploring race, heritage, and authenticity in America.",Bryan Fulks,,,,,Mississppi ,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Is There a negro revolution?,application/pdf,"In ""Is There a Negro Revolution?"" Calvin C. Hernton examines the emergence of Black consciousness, activism, and cultural pride, emphasizing the transformative potential of collective action in the fight for civil rights.",Calvin C. Hernton ,,,,,,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Psycho-Analysis Revisited ,application/pdf,"In ""Psycho-Analysis Revisited,"" Louie Robinson critiques traditional psychological theories, emphasizing the need to consider racial and cultural factors in understanding Black mental health and identity within the context of systemic oppression.",Louie Robinson ,,,,,"Chicago, Illinois ",,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Tribute to a Freedom Fighter ,application/pdf,"In ""Tribute to a Freedom Fighter,"" David Llorens honors the legacy of activists who fought for social justice, highlighting their courage, sacrifices, and the ongoing struggle for equality and human rights.",David LLorens,,,,,"Chicago, Illinois ",,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Nobel Peace Prize winner ,application/pdf,The history of Martin Luther King Jr.'s selection for the Nobel Peace Prize in 1964 expresses how monumental this moment was and highlights what an honor it was to be recognized in that way. ,,,,,,,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAA,,The Supreme Race ,application/pdf,"""The Supreme Race,"" Carl Larson explores the dynamics of race relations, emphasizing the importance of unity and understanding in overcoming societal divisions while advocating for social justice and equality",Carl Larson,,,,,,,,,Google Books,Johnson Publishing,,,,,,,
,,,,application/pdf,,,,,,,Washington D.C,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,Washington African Art Museum Fredrick Douglass Memorial ,application/pdf,"In ""Washington African Art Museum Fredrick Douglass Memorial?"" they follow the first museum dedicated specifically to African American art, which was housed in the townhome of Frederick Douglas. The museum is not named after him but it serve as a memorial for him ",No author,,,,,Tropical Africa ,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,"Hollywood, What Now? .The Saturday Review ",application/pdf,"In Hollywood, What Now? The Saturday Review"" discusses the misunderstanding that follows many forms of African culture specifically the highly regarded art form of dance.",No Author,,,,,"Philadephia, Pennsylvania ",,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,The Folcroft Incident ,application/pdf,"in ""The Folcroft Incident"" an African-American American family desired to move to the suburbs and faced numerous obstacles. Their home was vandalized. their lives placed in severe danger.  ",Gleen A. Mcurdy ,,,,,"Harlem, New York",,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,The End Of Jamie ,application/pdf,,Kenneth K. Martin,,,,,South Africa,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=_DkDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=true,,The Black writer in Exile ,application/pdf,"In ""The Black Writer in Exile,"" a transcript of the interview with South African Writer Ezekiel Mphahele, author of an autobiography. He talks about his life in South Africa and having to exile himself from South Africa in 1958. he agreed to discuss his tales with two fellow South Africans to share his story better. ",National Educational TV,,,,,Detroit Michigan ,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=AjoDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=true,,Individual Responsibility and The Negro image ,application/pdf,"In ""Individual Responsibility and The Negro Image"", the author issues a compelling call to action, urging Black individuals to take ownership of their contributions to the collective image of their community. It emphasizes the importance of education, professionalism, and ethical behavior in countering stereotypes and advancing societal progress.",John H. Johnson ,,,,,,,,,Google Books,Johnson Publishing,,,,,,,
,https://books.google.com/books?id=AjoDAAAAMBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=true,,with love and gratitude The changing of the guides ,application/pdf,"With Love and Gratitude: The Changing of the Guides"" reflects on the shift in leadership within the Black community. It honors past leaders for their contributions and encourages support for the new generation stepping into these roles. The piece highlights the importance of gratitude for those who came before while trusting and guiding those who will continue the work.",Gerald Westbrook,,,,,,,,,Google Books,Johnson Publishing,,,,,,,
